seed_id,canonical_url,category,prompt_section_guess,assigned_lane,status,evidence_file,evidence_note,reason_if_not_researched,blocks_gate
S084,https://github.com/OpenAutoCoder/Agentless,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified MIT, 2.1k stars, latest release v1.5.0 2024-10-28 - ~2 years stale. Rec: learn-only; the localise-then-repair thesis still worth internalising.",,none
S085,https://github.com/OpenHands/OpenHands,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified seed URL CORRECT (All-Hands-AI redirects here), MIT, 85k stars - and that it pivoted to a self-hosted control plane for ACP agents.",,none
S086,https://github.com/OpenVoiceOS/ovos-core,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, pushed 2026-08-17, 284 stars. Rec: spike - permissive and modular but far smaller community than HA voice.",,none
S087,https://github.com/OpenWhispr/openwhispr,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 verified MIT, 5,692 stars, releases through 2026-08-18. The only seed shipping local diarization + voice fingerprinting + MCP under MIT. Rec: adopt/spike.",,none
S088,https://github.com/QwenLM/Qwen3-TTS,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 REFUTED the prompt's existence doubt: Apache-2.0 code AND weights, 13.1k stars, open-sourced 2026-01-22. Rec: spike then likely adopt.",,none
S089,https://github.com/QwenLM/qwen-code,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0, 27.3k stars; a hard fork - 'from v0.1 we stopped syncing with upstream'. Rec: learn-only; inherits none of Gemini CLI's fixes.",,none
S090,https://github.com/RageTony4/cue-cluely-alternative,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 CORRECTED the seed: this is a 0-star fork. Upstream is Blueturboguy07/cue (1,229 stars). GPL-3.0 either way -> reject.",,none
S091,https://github.com/RooCodeInc/Roo-Code,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 CONFIRMED archived: 'archived by the owner on May 15, 2026'. 24.3k stars, Apache-2.0. Successors named: ZooCode and Cline. Rec: reject.",,none
S092,https://github.com/SWE-agent/SWE-agent,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified MIT, 20.1k stars; README says development moved to mini-swe-agent, which supersedes it. Rec: learn-only.",,none
S093,https://github.com/SWE-agent/mini-swe-agent,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified MIT, 6.7k stars, ~100 lines; >74% SWE-bench-verified is a vendor claim. Rec: adopt as reference architecture.",,none
S094,https://github.com/SYSTRAN/faster-whisper,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified MIT, 25.1k stars, 263 commits, latest v1.2.1; no 2026 release observed -> maintenance-mode cadence. Rec: adopt for server-side batch STT.",,none
S095,https://github.com/Stirling-Tools/Stirling-PDF,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S096,https://github.com/Vexa-ai/vexa,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 verified Apache-2.0, 2,710 stars, releases through 2026-08-20; bots join Meet/Teams/Zoom with speaker attribution. Rec: adopt for the bot lane.",,none
S097,https://github.com/Zackriya-Solutions/meetily,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md; research/L6-github-census.md,L3 CORRECTED the tagline: diarization is PRO-only ($10/user/mo); the MIT community edition has no speaker labels. Repo also renamed from meeting-minutes.,,none
S098,https://github.com/a2aproject/A2A,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 CONFIRMED Linux Foundation governance and found it stronger than claimed: spec v1.0 shipped, 8-vendor TSC, no AAIF involvement. Rec: learn-only.",,none
S099,https://github.com/aaif-goose/goose,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,L2 verified seed URL CORRECT (block/goose redirects here) and found the governance move: goose is now under the Linux Foundation's AAIF. Rec: adopt.,,none
S100,https://github.com/agentclientprotocol/agent-client-protocol,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0, 4.1k stars, no CLA. Rec: adopt - ACP showed up unprompted three times as the de-facto editor-agent seam.",,none
S101,https://github.com/anomalyco/opencode,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified the seed URL is CORRECT (sst/opencode redirects here), MIT, 201k stars - but the org rename is unexplained. Rec: spike.",,none
S102,https://github.com/argmaxinc/argmax-oss-swift,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 CORRECTED the owner (seed said WhisperKit/...): argmaxinc/argmax-oss-swift, MIT, 6.3k stars - WhisperKit + TTSKit + SpeakerKit in one Swift monorepo.",,none
S103,https://github.com/battlesbudz/jarvis-os,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified MIT, pushed 2026-08-24, 2 stars. Rec: reject - active but undifferentiated 2-star personal project.",,none
S104,https://github.com/browser-use/browser-use,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified MIT, 110.3k stars, 10k commits, very active. Rec: adopt for browser control.",,none
S105,https://github.com/bytedance/UI-TARS-desktop,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, 38.7k stars; UI-TARS-1.5-7B weights Apache-2.0, 32B/72B application-gated. Rec: spike - ByteDance dependency + scope creep.",,none
S106,https://github.com/cedar-policy/cedar,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, 1.7k stars, AWS-maintained, nightly security audits. Rec: spike - strongest fit for per-tool/per-agent policy.",,none
S107,https://github.com/cline/cline,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0, 66.8k stars; now ships a Node.js SDK plus CLI/VS Code/JetBrains. Rec: adopt/compose - most embeddable of the IDE lineage.",,none
S108,https://github.com/continuedev/continue,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 CONFIRMED dead, verbatim: 'no longer actively maintained and is read-only for all users'. 35.6k stars, final release 2.0.0. Rec: reject.",,none
S109,https://github.com/coollabsio/coolify,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S110,https://github.com/docker/mcp-gateway,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified MIT, 1.5k stars, not archived; a Docker CLI plugin with secrets + OAuth. Rec: adopt for MCP server sandboxing.",,none
S111,https://github.com/dscripka/openWakeWord,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,L1 CONFIRMED the weights hazard: code Apache-2.0 but all bundled pretrained models are CC-BY-NC-SA-4.0. Rec: compose with caution; train custom models.,,none
S112,https://github.com/ethanplusai/jarvis,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified a custom personal/non-commercial licence, 702 stars, cloud Claude+Fish Audio. Rec: reject - NC licence plus cloud STT/TTS.",,none
S113,https://github.com/fastrepl/anarlog,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 CORRECTED the name: fastrepl/hyprnote 301s to fastrepl/anarlog. LICENSE=MIT, LICENSE.enterprise commercial, and LICENSING.md is CI-enforced. Rec: compose.",,none
S114,https://github.com/getmaxun/maxun,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S115,https://github.com/getzep/graphiti,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,L2 CONFIRMED the Kuzu deprecation AND corroborated it upstream: kuzudb/kuzu was archived 2025-10-10. Rec: compose on Neo4j/FalkorDB; reject the Kuzu path.,,none
S116,https://github.com/ggml-org/whisper.cpp,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified MIT, 53.1k stars, 4,991 commits; seed owner ggml-org is correct. Rec: adopt as the default local STT engine.",,none
S117,https://github.com/google-gemini/gemini-cli,github-repo,Coding agents and context (+2 more mentions),L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0, 106.7k stars; docs moved off the GitHub tree to geminicli.com. Rec: compose.",,none
S118,https://github.com/google-gemini/gemini-cli/blob/main/docs/cli/token-caching.md,github-subpath,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"Covered at its new home: L2 read geminicli.com/docs/cli/token-caching/ - automatic only, API-key/Vertex only, EXCLUDED for OAuth users; visible via /stats.",,none
S119,https://github.com/google-gemini/gemini-cli/blob/main/docs/hooks/index.md,github-subpath,Coding agents and context,L2,partially-researched,research/L2-coding-agents-mcp.md,"L2 ACCESS LIMITATION #7, verbatim: 'Gemini CLI hooks documentation NOT retrieved - only token-caching was verified. Hooks support is [U].'",L2 did not obtain any Gemini CLI hooks reference. Do not assume Claude-Code-style lifecycle hooks exist there.,none
S120,https://github.com/hexgrad/kokoro,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0 code AND weights (README: 'With Apache-licensed weights, Kokoro can be deployed anywhere'), 8.5k stars. Rec: adopt.",,none
S121,https://github.com/isair/jarvis,github-repo,"Personal assistants, voice, device control, and automation (+1 more mentions)",L1,researched,research/L1-assistants-voice.md,"L1 verified NOASSERTION custom licence ('Commercial use: Contact us'), 1,647 stars, pushed 2026-08-17. Rec: learn-only - licence blocks reuse.",,none
S122,https://github.com/isair/jarvis/issues/172,github-subpath,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,L1 CONFIRMED the claim in full: issue #172 open since 2026-04-10; pynput on a background thread trips TSM -> SIGTRAP; dictation disabled by version guard.,,none
S123,https://github.com/jamesplotts/Mark-XLVIII,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified 0 stars, no LICENSE file committed; README claims CC BY-NC 4.0. Rec: reject - NC terms plus unclear fork provenance.",,none
S124,https://github.com/joaquingit1/loqui,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 REFUTED the prompt's existence doubt: MIT, 3 stars, v0.1.0. Its never-merged dual-stream idea is the cheapest accuracy win available. Rec: learn-only.",,none
S125,https://github.com/juanfont/headscale,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified BSD-3-Clause, 43.1k stars, explicitly 'not associated with Tailscale Inc.'. Rec: compose if fully self-hosted control is required.",,none
S126,https://github.com/k2-fsa/sherpa-onnx/blob/master/LICENSE,github-subpath,"Speaker identity, diarization, consent, and anti-spoofing",L3,researched,research/L3-meetings-voiceid.md,"L3 checked the LICENSE file as instructed: master/LICENSE is Apache-2.0 (11,358 bytes). CORRECTION: the default branch is master - main 404s.",,none
S127,https://github.com/langflow-ai/langflow,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S128,https://github.com/langgenius/dify,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S129,https://github.com/leon-ai/leon,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified MIT, 17,456 stars, pushed 2026-08-24 - but flags repeated core rewrites and no stable 1.0. Rec: learn-only, track don't build on.",,none
S130,https://github.com/letta-ai/letta,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0 (no licence change), 24.4k stars; V1 source sits on an unsupported branch. Rec: learn-only - steal the MemGPT memory hierarchy.",,none
S131,https://github.com/livekit/agents,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, 13.2k stars, 3,858 commits. Rec: adopt if a realtime voice pipeline is needed beyond Wyoming.",,none
S132,https://github.com/livekit/sip,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, 458 stars, 555 commits. Rec: compose only if phone calls are in scope.",,none
S133,https://github.com/mem0ai/mem0,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0 (no licence change), 64k stars, three tiers. Rec: spike - classic open-core gradient; verify the self-hosted path covers you.",,none
S134,https://github.com/modelcontextprotocol,github-org,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified the official SDK roster off the org page: Python 24.1k, TS 13.2k, Go 5.0k (Google), C# 4.5k (Microsoft), Rust, Java, PHP, Kotlin, Ruby.",,none
S135,https://github.com/modelscope/ultron,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md; research/L6-github-census.md,"L1 verified Apache-2.0, 171 stars. L6 adds the harder verdict: Q2 'ultron in:name' page 1 is almost entirely off-domain - the name is dead weight.",,none
S136,https://github.com/nats-io/nats-server,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, 20.6k stars, CNCF, Trail of Bits audit Apr 2025. Rec: adopt as the inter-device message bus.",,none
S137,https://github.com/open-policy-agent/opa,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified Apache-2.0, 12.2k stars, CNCF graduated, Cure53 audit. Rec: pick ONE policy engine - OPA for breadth, Cedar for typed authz; never both.",,none
S138,https://github.com/open-webui/open-webui,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S139,https://github.com/openinterpreter/openinterpreter,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 CORRECTED the canonical path to OpenInterpreter/open-interpreter and the product itself: it is now a Rust rewrite based on Codex, advertising ACP.",,none
S140,https://github.com/porokka/jarvis-os,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 CONFIRMED all six PRD claims (memory router, skills, approvals, HUD, n8n, Win/WSL2/CUDA). MIT, 19 stars. Rec: learn-only - platform mismatch.",,none
S141,https://github.com/pyannote/pyannote-audio,github-repo,"Speaker identity, diarization, consent, and anti-spoofing",L3,researched,research/L3-meetings-voiceid.md,"L3 verified MIT code, and CORRECTED the weights: the 4.x default community-1 is CC-BY-4.0, not MIT. All three models are contact-info gated.",,none
S142,https://github.com/runwayml/runway-api-mcp-server,github-repo,"Design, performance, privacy, and legal references",L4,partially-researched,research/L4-design-research.md,L4 C3 verified Runway MCP is commercial and credit-metered from runway.com/news/mcp; the GitHub server repo itself was never fetched.,"The repo, its licence and its tool surface are unchecked. L4 rejected Runway as a dependency, so this was not chased.",none
S143,https://github.com/scip-code/scip,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified the seed is CORRECT (not sourcegraph/scip): 750 stars, Apache-2.0 - but many indexers still live under the sourcegraph org. Rec: learn-only.",,none
S144,https://github.com/screenpipe/screenpipe,github-repo,Meeting copilots and dictation (+1 more mentions),L3,researched,research/L3-meetings-voiceid.md,"L3 CORRECTED the org (mediar-ai/screenpipe redirects here), 21,204 stars, and CONFIRMED the licence is stricter than the prompt stated. Rec: reject.",,none
S145,https://github.com/screenpipe/screenpipe/blob/main/LICENSE.md,github-subpath,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 quoted LICENSE.md verbatim: s2 seven-day evaluation cap, s4 paid licence for all commercial use, s5 bans embedding, s6 claims YOUR modifications.",,none
S146,https://github.com/settylokesh/ORB,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 CONFIRMED 'all rights reserved' (no LICENSE), 1 star. Rec: learn-only - the Moonshine+MLX+confirmation-gate pattern is the right shape.",,none
S147,https://github.com/sourcegraph/zoekt,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified the seed is canonical and not archived: 1.8k stars, Apache-2.0, the maintained line since the 2017 google/zoekt fork. Rec: compose.",,none
S148,https://github.com/stacklok/toolhive,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified the seed is correct with no transfer: 2.0k stars, Apache-2.0, active. Rec: spike - right shape, small community.",,none
S149,https://github.com/supabase/supabase,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S150,https://github.com/tailscale/tailscale,github-repo,"Personal assistants, voice, device control, and automation",L1,researched,research/L1-assistants-voice.md,"L1 verified BSD-3-Clause client/daemon, 35.5k stars, 11,187 commits; GUI wrappers + coordination server proprietary. Rec: adopt for device mesh.",,none
S151,https://github.com/thepersonalaicompany/amurex,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md; research/L6-github-census.md,"L3 verified AGPL-3.0 and dormancy: last commit 2025-05-27, last release 2025-03-20 (~15 months). Rec: reject on both licence and maintenance.",,none
S152,https://github.com/thewh1teagle/vibe,github-repo,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 verified MIT, 7,182 stars, release v3.1.3 on 2026-08-24. A transcription workbench, not a live copilot. Rec: compose for the batch/import lane.",,none
S153,https://github.com/topoteretes/cognee,github-repo,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"L2 verified Apache-2.0, 30.2k stars, ~9,790 commits, no licence change. Rec: spike - high commit churn relative to age, so pin versions.",,none
S154,https://github.com/unclecode/crawl4ai,github-repo,Referenced platform projects requiring license review,(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not researched by any lane. The prompt files this under 'Referenced platform projects requiring license review' - the review was never performed.,"No lane owned the 'Referenced platform projects requiring license review' family; no licence, activity or maturity evidence exists for it.",Gate1
S155,https://help.fathom.video/en/articles/3239425,vendor-docs,Meeting copilots and dictation,L3,partially-researched,research/L3-meetings-voiceid.md,L3 s3.5 corrected fathom.video -> www.fathom.ai (rebrand) and verified pricing + 'Public API & MCP'; this help article was not fetched.,The help.fathom.video article was not read and its host is presumably affected by the same rebrand L3 verified.,none
S156,https://help.openai.com/en/articles/7260999-how-do-i-export-my-chatgpt-history-and-data,vendor-docs,History and data controls,L9,inaccessible,research/L9-platform-revalidation.md,L9 attempted both the bare-ID and full-slug URLs; help.openai.com returned HTTP 403 twice. Export details are corroborated by secondary sources only.,help.openai.com is bot-gated (403). L9 explicitly did not upgrade the ChatGPT export facts above [inferred].,none
S157,https://help.runwayml.com/hc/en-us/articles/45763528999699-Introduction-to-Workflows,vendor-docs,"Design, performance, privacy, and legal references",L4,inaccessible,research/L4-design-research.md,"L4 AL-1: HTTP 403 to WebFetch AND to curl with a desktop UA. Workflow findings (single-node run, lock node, execution history) are excerpt-only.",help.runwayml.com is bot-protected. L4 recorded the block rather than working around it; the row is explicitly not upgraded to verified.,none
S158,https://help.runwayml.com/hc/en-us/articles/45769159004691-Building-your-first-Workflows,vendor-docs,"Design, performance, privacy, and legal references",L4,partially-researched,research/L4-design-research.md,"Cited in L4 C2 alongside the 403'd Introduction-to-Workflows, but absent from L4's own fetch manifest.",Not independently fetched; the same help.runwayml.com bot protection applies. Workflow content is excerpt-only.,none
S159,https://help.runwayml.com/hc/en-us/articles/51601639579667-Creating-with-Runway-Agent,vendor-docs,"Design, performance, privacy, and legal references",L4,inaccessible,research/L4-design-research.md,"L4 AL-1: HTTP 403. The ask-before-generation + credit-estimate behaviour is excerpt-only, from search excerpts of this official page.",help.runwayml.com bot protection (403 to both WebFetch and curl). Not upgraded to verified.,none
S160,https://help.runwayml.com/hc/en-us/articles/51931843164691-Connecting-to-Runway-MCP,vendor-docs,"Design, performance, privacy, and legal references",L4,partially-researched,research/L4-design-research.md,Substance covered elsewhere: L4 C3 verified from runway.com/news/mcp that MCP spends credits with NO documented approval step (correction X-11).,This help article was not fetched and its host is 403-gated per AL-1; the MCP connection procedure itself is unverified.,none
S161,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/lawful-basis/consent/,legal-regulatory,"Design, performance, privacy, and legal references",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),"Not read. No Phase-0A lane owned the legal/regulatory family; L3 evidenced consent only commercially (Granola Enterprise notification, Vexa's visible bot).",ICO consent guidance unread; the UK lawful-basis position for always-on capture is unevidenced.,Gate1
S162,https://iep.utm.edu/epictetu/,philosophy-reference,"Naming, philosophy, and clearance",L7a,intentionally-deferred,research/L7a-brand-sources.md,Not fetched. L7a scoped classical verification to the six supplied candidates; none of them is named Epictetus.,"No brand candidate is named Epictetus, so L7a's classical-verification budget went to Zeno/Seneca/Cato/Aristo/Athena/Zeus.",none
S163,https://iep.utm.edu/stoicism/,philosophy-reference,"Naming, philosophy, and clearance",L7a,researched,research/L7a-brand-sources.md,Covered via sibling primary sources: L7a fetched iep.utm.edu/stoa/ (+ /stoicmind/) and SEP /entries/stoicism/ for the assent doctrine and the Stoa Poikile.,,none
S164,https://k2-fsa.github.io/sherpa/onnx/speaker-diarization/,vendor-docs,"Speaker identity, diarization, consent, and anti-spoofing",L3,researched,research/L3-meetings-voiceid.md,"L3 verified the critical caveat: Apache-2.0 covers the runtime, NOT the models; the reverb bundle inherits Rev's gated license:other terms.",,none
S165,https://krisp.ai/ai-meeting-assistant/,vendor-product-page,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"Covered indirectly: L3 s3.6 read krisp.ai/pricing/ - bot-free notetaker, MCP integration at Core, and a 'Voice security' fraud-detection line.",,none
S166,https://kubernetes.io/docs/reference/kubectl/generated/kubectl_rollout/,dev-tooling-docs,"Developer workstation, terminal, QA, CI, and infrastructure",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),"Not read. No lane covered Kubernetes; the architecture in the corpus is a local daemon plus containerised MCP servers, not an orchestrated cluster.","No lane owned the infrastructure family, and k8s is out of scope for a single-user local-first suite.",none
S167,https://learn.chatgpt.com/docs/customization/computer-history,vendor-docs,History and data controls,L9,researched,research/L9-platform-revalidation.md,"L9 verified Computer History: off by default, macOS desktop only, requires Memories, admin grant for Business/Enterprise, unencrypted skysight Markdown.",,none
S168,https://learn.chatgpt.com/docs/customization/memories,vendor-docs,History and data controls,L9,researched,research/L9-platform-revalidation.md,L9 verified Codex memories are OFF by default (Settings > Personalization or memories=true) and that developers.openai.com/codex/memories 308s here.,,none
S169,https://learn.chatgpt.com/docs/import,vendor-docs,History and data controls,L9,researched,research/L9-platform-revalidation.md,"L9 verified /docs/import: one-way IN only from Claude Code/Cowork/Cursor, plus an optional STANDING one-way sync the prompt did not anticipate.",,none
S170,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=632,legal-regulatory,"Design, performance, privacy, and legal references",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. L3 s3.1 quotes cue's warning that hidden assistants 'in some places' break consent laws - no lane read any consent statute.,California two-party consent (Penal 632) unread; the all-party-consent jurisdictions question is open and directly governs meeting capture.,Gate1
S171,https://linear.app/,vendor-product-page,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,Covered indirectly and deeply: L4 D1/D2 read linear.app/docs/agents-in-linear and /developers/agents - the 5 activity types and the 10-second rule.,,none
S172,https://manual.raycast.com/ai/ai-chat,vendor-docs,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"Covered indirectly: L4 D5 read the manual.raycast.com/ai hub, which enumerates AI Chat alongside Quick AI, AI Commands and AI Extensions.",,none
S173,https://manual.raycast.com/ai/ai-commands,vendor-docs,"Design, performance, privacy, and legal references",L4,researched,research/L4-design-research.md,"Covered indirectly: same manual.raycast.com/ai hub read. L4 adapted the four-tier ladder: one-off ask, conversation, saved command, tool-using agent.",,none
S174,https://modelcontextprotocol.io/specification/2026-07-28,spec-docs,Coding agents and context (+1 more mentions),L2,researched,research/L2-coding-agents-mcp.md,L2 CONFIRMED 2026-07-28 is current AND found the bigger story: SEP-2577 removes the server-to-client request direction; initialize -> server/discover.,,none
S175,https://modelcontextprotocol.io/specification/2026-07-28/client/sampling,spec-docs,Coding agents and context,L2,researched,research/L2-coding-agents-mcp.md,"Covered indirectly and better: L2 read the new /deprecated registry, which lists Sampling (SEP-2577) with migration 'integrate directly with LLM provider APIs'.",,none
S176,https://neosapien.ai/,vendor-product-page,Meeting copilots and dictation (+4 more mentions),L3 / L9,researched,research/L3-meetings-voiceid.md; research/L9-platform-revalidation.md,L3 s1.1 proved the 'Bring Neo 1 Memories to Any AI' card is MCP from the vendor's own HTML comment 'Card F: ... (MCP)' and asset mcp-any-ai.webp.,,none
S177,https://neosapien.ai/desktop,vendor-product-page,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 verified /desktop: 'capture all online meetings. No bots.', macOS 13+ Apple Silicon / Win 10+, Zoom/Meet/Teams/WhatsApp, calendar sync.",,none
S178,https://neosapien.ai/policies,vendor-product-page,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,L3 verified /policies is the Privacy Policy (distinct from /terms): raw audio deleted after processing; s4 says only the user's own voice is recognised.,,none
S179,https://neosapien.ai/shop/ai-personal-assistant/,vendor-product-page,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,"L3 verified /shop pricing INR 12,999, 'One-time purchase. No subscriptions. Ever.', and the 'Speaker Recognition' bullet that contradicts Privacy s4.",,none
S180,https://neosapien.ai/terms,vendor-product-page,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,L3 verified /terms: no developer/API terms at all; s3.2 forbids reverse engineering; s5.1 reserves the right to introduce subscriptions.,,none
S181,https://otter.ai/,vendor-product-page,Meeting copilots and dictation,L3,researched,research/L3-meetings-voiceid.md,Covered indirectly: L3 s3.3 read otter.ai/pricing - speaker identification AND an Otter MCP server both on the free tier.,,none
S182,https://pages.nist.gov/800-63-4/sp800-63b.html,standards-security,"Speaker identity, diarization, consent, and anti-spoofing",(unassigned),intentionally-deferred,(none — no lane produced evidence for this URL),Not read. L3 treated speaker ID as a labelling technology; nothing in the corpus evaluates voice as an authenticator.,"NIST SP 800-63B AAL guidance unread. If voice-ID gates any privileged action, the assurance-level decision is unevidenced.",Gate1
